test1,test2
26072,86903
32606,28627
57576,70733
103192,96348
109462,32189
80958,92101
66844,66842
1044,44015
112864,69029
30899,40412
70813,103307
78157,63521
11344,84843
29894,2411
75896,26612
98825,55509
43328,105151
66663,48830
8303,53279
39223,61976
73503,74170
2246,73391
54985,21621
66122,45284
47740,47722
64448,95925
26517,65125
29685,89411
76837,50093
49505,84660
37654,109969
63123,72276
97370,5504
33142,1023
15104,112683
20182,46518
3643,10855
36551,8281
45837,91565
90494,61845
89742,72516
45839,46697
107654,57866
46746,22533
93241,96805
40047,105067
62492,105706
67689,78602
22635,111798
27709,86616
82434,61789
104557,31644
103488,37204
29011,112356
107247,15702
8198,73153
43766,66144
83654,87381
43209,4277
87874,36802
30474,98420
58983,33530
73612,33324
112936,80317
46517,3578
97552,88641
6063,42222
49674,49639
2012,9882
799,94420
56857,13525
65626,2335
26566,64832
53950,81625
3825,70939
111955,108765
64252,62155
44218,44219
92745,90345
14033,101335
19121,11082
82498,86034
93263,70557
55455,55430
83141,77035
60297,65906
95494,47810
29089,57050
86364,5445
57608,20307
55194,82875
44968,61555
54223,13457
15920,491
96332,80650
109032,42599
47948,52983
49321,35959
13099,2108
10400,100604
112079,112569
103601,43670
97273,86615
89162,375
111579,11322
31169,77525
102263,76542
15259,108545
70800,27468
28735,28734
35959,2225
6611,108586
26174,3902
28955,12117
37659,102733
13444,57496
19606,48913
80845,35715
86317,4925
113435,89002
53830,13823
78417,29753
4743,5734
99700,69309
82007,2922
91042,50618
78015,69315
54821,13118
72059,66802
7862,54756
46134,11641
12017,90001
83745,100544
97787,104603
6782,20781
46396,41423
96965,77993
105174,93775
83287,68583
111671,66420
1004,5972
97533,86300
26646,79571
26604,42987
72720,113456
10054,35701
75607,68226
2208,15775
10755,60217
11098,37164
55257,98349
94056,21373
87246,93399
3028,22646
113520,47827
68512,18820
85995,33137
64766,83824
59015,26752
94648,92436
53357,102507
106345,10045
103765,34338
30202,14569
20945,17798
26637,48664
14353,2367
102594,10289
55184,100325
90589,75777
16122,16124
100926,75108
18600,67509
68496,61684
94056,86247
76165,91518
82873,86162
32376,32223
63459,57644
107820,30560
77175,73649
60937,92800
62814,59778
79081,9750
96728,79571
99254,53565
43970,51932
92687,80153
85567,6370
65639,65643
61465,98666
70342,54477
6360,98719
90070,1368
89280,7198
45727,87775
109287,94443
44156,30025
35592,36611
20138,20140
6287,28958
111831,15881
111259,21468
6425,60398
81712,43575
82306,49236
64014,39419
14052,6811
31562,31528
37766,37786
68699,77064
107987,100093
59148,94230
65795,50781
97494,37159
76051,75599
58864,20875
30867,82656
49630,6065
9972,13594
933,15346
100147,34631
10706,37157
63608,92440
90392,74887
13205,8353
72907,6579
70967,5824
83033,12174
92421,19234
37904,89950
96751,22723
88430,21711
91105,43272
19279,35255
74890,20680
83402,7592
56543,112573
107419,64297
86740,89894
961,34645
101361,95681
32020,30283
92800,3015
113091,65360
10791,20440
112116,48646
8716,88315
112493,51661
100782,6995
22916,76656
9997,19788
70202,51463
102030,97285
79267,113269
106715,18014
95950,46226
67613,100041
112647,18129
44524,6475
42996,38174
26803,63043
92937,3774
48761,104418
83431,58693
38231,42897
102649,83212
100407,27551
95943,113365
95292,76854
14661,112107
29182,7112
24976,70147
91182,15419
39497,90500
84199,94731
20246,105935
84700,66133
36746,76070
97757,46632
103876,67463
103496,91736
10210,21828
37875,74227
95672,14236
104410,21549
12905,113463
26817,53324
39931,40397
104203,3880
22769,3144
3787,3786
109841,49110
85748,24137
100142,7855
16865,111851
72537,34301
52619,32426
651,21003
41840,6760
38016,84307
87554,79142
98198,42124
110475,6884
30042,13851
72609,63614
47531,32305
49321,32396
104157,64130
82351,36398
56834,3698
1591,32848
89245,62108
83998,17382
62618,62699
3058,65249
73162,42030
34546,23595
25092,106135
65102,55379
13110,98859
19845,19855
16570,37876
97041,18134
79155,7546
92109,48223
9839,97568
83127,21026
43236,93924
37615,41723
74801,54485
13418,20103
18890,26015
51033,76622
39390,15706
31516,84244
101795,112119
80922,35430
92335,10595
48904,104393
8305,22352
43130,70885
37382,88133
93986,50779
29277,29291
79462,79963
25958,113580
34360,23304
112726,30217
27038,60803
4458,4474
89031,16802
101709,84415
49985,63723
37619,35394
71283,18671
69013,68883
24662,65643
105437,44722
53938,110281
46699,46702
109734,3414
98043,111684
77488,46927
100754,57384
79934,107571
82232,83259
23062,20250
70480,85661
54875,31235
19637,14717
85291,69433
101113,52634
101412,47578
77341,53191
101265,73605
72766,99912
14916,14900
59900,81424
56677,51932
102853,109403
34383,42459
17114,8875
21888,86051
9242,113437
96500,105883
102220,72329
109750,11580
110796,46265
106041,54887
59950,59944
73992,34768
15434,108302
41042,85516
76839,105609
76691,63066
108211,92993
111233,46429
75249,21319
106851,12197
52506,88529
56825,56824
42171,41865
68925,89851
27576,3117
85606,104510
111981,111181
72895,5458
105629,49972
1032,32100
112964,58021
59566,9754
62269,92752
22023,8800
42424,91587
18786,48318
94861,48623
62317,51704
86961,99937
37264,95094
71729,60148
112118,7713
56650,46323
63302,107820
19112,102934
102169,110339
56863,65172
104318,92843
71856,80444
2152,84434
20633,69116
65458,96798
92961,101904
34892,15244
94954,32785
88428,52254
21942,76352
106968,16602
111017,12344
83314,110712
24741,112960
99567,9781
60602,16324
57182,77348
59076,54179
22023,9212
31885,98399
4044,94162
98969,52222
56209,35251
92474,46429
5255,60307
66607,37875
89931,45803
36549,51769
56795,42877
39200,42515
80120,18595
71363,35553
32511,57157
11758,105903
92436,39273
31896,11205
47148,9092
92014,51787
27080,31789
71074,28180
96314,4710
107291,84414
56759,81481
94237,46319
38485,37721
26671,105295
27180,31527
11364,30794
52639,83660
84991,81986
35959,78421
27288,24457
71083,39417
36350,76429
78562,87183
67468,73738
74657,59082
54982,2592
27046,102343
83205,33460
31977,76007
40488,1036
90693,102591
12077,27578
100940,71960
39503,86371
34002,87710
27772,57998
96094,45266
32365,38930
43326,16774
73773,16750
106452,34352
62570,55032
23062,89795
860,89107
77715,31413
27174,91518
1462,76345
70835,91868
34216,44982
11607,65757
102874,110603
108465,49215
25888,55485
110597,107291
67650,86085
27786,88646
78895,14166
98994,40223
10639,108191
96387,18857
16489,7030
20945,17798
111384,96362
113619,59264
27438,51092
22797,21022
48388,80637
56282,80040
54810,2142
50306,3681
86207,92827
99888,61996
102372,26734
19349,421
57047,97631
74129,4282
34474,105248
111709,99698
100839,84702
92827,85251
56261,63965
40830,79556
71445,90628
17740,33492
30926,20757
72236,48140
25062,99435
8932,38314
104429,104224
94059,9915
102156,84128
9227,10791
20467,15944
87479,71476
50493,81073
41047,37551
106374,19321
99841,101573
99071,83061
41031,31992
52215,98088
21358,69319
87618,47754
6747,15542
4902,25619
78463,41135
113338,69490
15241,22974
2570,3699
67197,9856
40281,77548
60843,28949
72971,6456
31097,67388
91190,74843
5039,83480
103299,2470
52070,56604
87125,6579
91543,13886
17625,3839
60528,16114
85231,91954
56606,58318
68146,100942
99708,44656
40814,40176
89199,91190
90995,238
84020,42789
92800,88508
27735,31721
41185,107255
50505,16629
74179,24849
101419,91065
33582,33548
64671,99152
74380,104260
23053,86683
15281,69319
78714,61935
5663,26032
79068,78186
20145,51961
102148,109224
111209,18602
58132,104076
33978,76801
54875,59135
16004,20643
44317,75019
13139,13150
27038,28950
45166,45165
90922,78421
4925,57243
77284,42081
26717,20907
4704,78984
86560,16669
70914,89332
54205,54201
75021,95483
93932,88769
99868,10791
74695,92892
111685,90981
35721,9279
109734,3414
41185,111483
48668,44523
22330,97327
4298,34887
87572,40926
90734,38059
83557,108622
40148,52028
43399,43401
52484,16639
8322,11273
95566,68804
22012,70
44990,73444
40799,42879
91247,93068
63368,77614
103565,67389
55976,106606
15360,14954
34263,20181
7910,81806
61248,61246
56701,66220
35959,51390
102259,52157
45425,9534
18838,11375
49675,96153
80140,3775
72710,18170
49482,13944
45335,85033
91566,101524
68873,68092
54451,54450
104487,6240
23328,107761
77866,61745
10818,21283
101170,408
83745,43667
1905,71608
42107,39389
55948,17401
89164,104959
61976,24368
99,67963
55485,59888
10342,16547
86616,56137
104588,60799
83114,100068
10489,45872
23041,26484
53384,69623
75524,5008
51777,51779
14390,11437
424,63869
61680,35581
65898,93759
23750,94503
10052,45186
34091,20697
89860,77401
27574,27588
31282,69767
49977,86686
19104,1735
90676,105356
54722,63709
109740,33764
26242,108291
108616,80183
104563,65078
99648,1073
49713,71456
93787,24983
12160,78821
1372,71341
3306,6502
86891,110617
57113,75431
93901,98293
53446,8169
84687,19690
28143,53684
89912,82789
58221,69742
69271,96760
15483,87667
72929,10679
62307,94417
58318,56604
17393,3422
106119,5394
72483,91722
73510,61938
23861,81419
61063,66304
93214,77566
105776,109327
108863,55105
66257,53354
109786,98583
55682,25264
83996,36161
76806,39255
63023,56964
91587,92806
69956,75955
57694,101298
24009,24011
44215,3560
91187,37619
45335,85033
83705,82831
13249,42132
89436,1443
103147,76716
1288,90316
13908,96658
42410,43664
99435,109655
108836,76366
81607,67453
61672,63628
113304,54887
92565,89123
75650,14197
78387,79568
67613,31429
19629,59461
39201,86539
8957,3782
7725,96626
97847,39043
98872,40458
51635,109771
24137,51000
17781,58774
39121,7077
106785,349
2627,60937
110700,3927
79802,56384
76049,6052
33841,21802
108130,67415
71568,42904
72559,60958
64970,64979
79311,36549
106175,22952
85334,34921
54931,33978
68307,76639
11660,104617
84681,72038
103537,94549
41519,83022
93994,86109
101892,42728
38810,63905
9823,30130
13435,101229
36105,36094
67618,112838
34489,83295
51895,57158
112048,36859
103697,43603
1742,94536
65981,75856
24535,9671
112688,86180
47768,100242
90853,29376
55144,92199
32190,32187
59619,51792
98054,33840
62703,45201
51771,51772
70074,18914
20378,65791
71818,77676
95248,71651
98611,95380
110442,102543
106843,33067
19465,112016
86167,38820
67025,76145
45825,45854
42905,107753
104056,22040
28670,60308
97044,50409
36205,94895
25342,47051
69322,113015
18896,13507
71210,71102
22106,22108
110037,2463
31352,84321
42226,44027
47058,9843
100230,61874
52281,112615
28121,8940
99209,59977
54100,57161
30806,73650
72176,82862
58148,79618
43483,38969
77871,57419
90094,30243
37680,44518
7525,27652
52299,52295
62288,97564
26001,66991
24430,5389
85693,16841
102832,56445
108239,88428
51909,51000
95093,9823
88673,79406
58389,8566
34696,66939
103475,88520
75955,69961
58064,85802
57407,13377
13202,97342
8015,76959
9823,80396
15283,77988
105643,93069
31331,67442
100812,46189
72693,57503
4059,101866
72372,103891
80676,79992
3804,80027
69834,106585
56698,20168
60068,13042
90028,737
29496,24350
86412,67362
45244,92092
17932,17934
89533,53091
106486,46178
61330,91646
12539,85796
105691,7475
4223,83894
20440,20439
76057,50487
64274,99109
102220,72329
27229,50426
54126,76248
89355,14914
58802,110914
32534,67007
19125,54145
111041,35065
109488,51002
109622,107857
106885,93545
50770,80076
27041,27045
5489,110288
35410,58343
59627,113246
108233,30546
54622,54630
101603,35524
34577,110434
40963,45102
26010,73523
25347,52732
40400,98731
77417,56069
36481,112451
63558,50697
18210,66974
62230,62231
113089,68526
14682,80201
36666,36694
34574,2390
28630,23147
107056,61604
77728,6846
95691,59487
27176,19021
56864,13557
25947,86519
59812,18240
89685,10275
93860,483
61024,97787
46686,72444
81923,21259
39823,42234
81664,85806
64749,63265
6353,110280
75186,79122
107299,21002
58509,106747
91688,51004
68377,108882
6105,6092
23397,49248
89285,105792
17835,37021
72009,110636
102554,96266
13525,39813
58069,35410
110934,47196
80469,32991
66289,44765
92559,96892
55546,100205
55228,16014
35927,70468
68183,99700
30109,42831
108985,107654
22513,14598
39379,83338
79009,99356
37209,60519
92448,87667
53451,103562
84988,95376
108726,27689
63932,1675
92820,23121
17249,54118
59280,59169
69881,80596
102354,31863
48154,10340
25696,80672
96185,2277
50575,50194
81736,76721
21183,90163
41979,41629
7884,89581
60953,93610
57473,12749
50834,42318
54784,15689
24421,12948
108324,77676
5809,13676
41940,38017
88111,22235
104429,19676
4602,28247
1317,23132
55126,78469
17386,10530
87460,41252
29196,55911
106655,111483
32721,73745
113599,52253
102895,76256
93683,74161
39455,75641
296,94203
84,29505
79351,63612
74239,71886
96515,29269
64657,88609
51371,107679
96169,24109
104982,28371
101625,17519
104431,88430
79540,66284
41600,37652
45143,33753
53505,33411
48453,72591
19812,106580
86844,17092
58221,48647
64801,100131
39712,96238
112324,103366
63492,37332
75577,103126
46714,47633
91691,44369
65436,78634
94733,41455
35254,82914
60392,98045
24786,49458
57043,95119
104757,46959
44876,44874
109735,102829
20673,50930
105460,13333
80928,76074
64639,75021
61509,106351
8125,92418
62339,16916
36934,90873
102649,10083
103248,72436
9406,2581
46429,56773
27080,50409
61656,97478
80379,74224
10042,91932
21257,85540
86126,12666
29581,113252
5249,102910
30652,51418
103717,56814
25516,74935
56875,54070
43613,43523
51489,51610
46988,111468
631,68486
52389,52388
49202,68701
79493,28382
72613,100966
65872,35269
54873,37909
28257,42277
56956,14722
4603,23647
22057,84195
843,99178
44655,20708
60675,69564
69352,51310
75029,1428
24619,81616
56335,105784
49004,73183
74935,22627
43313,11727
99700,52674
101191,81395
36981,51114
63783,106564
18605,46749
81736,70804
40025,95950
11637,3595
20864,85627
80687,8346
28668,72839
75436,91295
96987,40928
79336,25806
4051,26171
56127,14809
52912,30525
103376,96825
91530,72448
9662,84927
113089,75451
98369,75404
69962,23199
22011,35250
46891,59020
37037,52661
103477,24345
87880,4355
50370,86407
101591,112121
41420,18160
89662,83081
61763,385
86401,84275
86247,33200
110199,39761
55022,55025
86476,28617
108933,23099
25915,90248
94423,58356
46391,79603
59713,51210
40168,72361
29497,88118
93161,111410
4551,28711
24931,77915
69977,52114
6148,4240
79944,104547
36772,83344
109135,25798
56864,77762
63653,64605
37712,105820
11827,50342
9048,25814
17711,64511
101799,39419
20595,73834
60878,60883
113153,90099
98754,8015
31188,67607
104933,87094
71937,15851
22916,5667
89914,48208
25861,19359
8922,91283
36775,7930
108950,107339
21894,92092
31231,73577
71615,64624
14669,26072
46130,95541
4077,67113
107291,1195
84712,91076
74866,8658
9921,20502
80404,56370
111500,110373
30322,95012
3906,47467
47763,46499
109501,41277
1486,14526
101103,77312
59615,25644
39255,85227
91910,98927
73765,108887
59606,51805
17869,10650
109115,98682
48990,21677
83518,107653
98031,28840
29840,63905
71734,36703
36254,7488
98331,61226
30501,91784
95884,88390
22228,91298
40267,93963
22212,10785
99440,39667
81634,91182
3818,52223
82611,89955
111209,97037
39503,35149
103357,20667
422,88251
27812,38085
33946,50556
35959,87000
25109,30508
10042,112314
62816,83948
79013,24501
97605,78132
45159,14651
46080,112733
27829,113347
54061,71406
113019,76129
15730,16058
43125,69319
29953,89319
31056,31012
33081,77246
15223,76716
54578,107433
84164,50950
42027,44107
54218,60128
67585,31418
77761,1876
7338,56457
45950,44803
5510,49428
36066,2246
29386,94663
3468,112185
110909,64639
20935,44182
99567,26441
93515,61164
3847,52223
83597,72630
78384,112409
14345,111652
103825,35097
59899,86038
38800,90883
24704,24720
40034,89873
13420,51656
17569,17553
10650,101391
43618,34485
4082,45839
80720,62798
4045,56027
28882,54020
17730,35752
101387,46569
78616,91884
4123,53630
43509,21209
103617,7790
81669,92847
15737,33099
47446,24356
48587,111596
109413,27183
78454,49441
7178,81750
61261,108598
94056,7933
25181,50781
107291,96804
64577,80902
3177,63027
83894,2141
13499,2349
15415,15414
31798,46646
77077,43398
65075,54622
102680,42044
2773,77145
51835,94056
25785,25243
78780,44401
97795,59580
42949,36858
36291,47733
45767,109085
1400,6798
81224,74935
2680,292
68787,3324
104903,6535
8457,89639
94050,66030
41180,42580
70442,107515
3094,3078
73800,78885
23540,5399
109922,204
18222,54730
91993,62437
87970,32223
42393,91391
103344,37873
62989,106485
73251,44345
33267,46855
30997,30528
3836,3839
12175,103439
107056,61604
102010,30594
80848,4998
49494,105607
18681,53002
75630,43499
104050,31400
1325,33108
61718,73183
3676,71498
52664,51495
102271,36147
53161,46056
16507,29427
20255,20636
24570,105508
61495,110287
10549,83818
58032,58559
95287,43190
92530,8930
29090,29732
67085,61542
11802,18294
28272,52011
10414,21238
60633,49237
24656,111350
101514,8048
27918,102449
82469,91207
77981,85401
41251,21251
90108,96531
35182,42199
103033,25152
72915,90163
94192,51908
69553,50827
22040,2334
29260,42521
87536,70819
55336,89910
12951,47822
34826,14809
53263,37521
18294,13065
24003,110161
15576,25337
45595,88858
46474,109204
91468,110327
31844,31845
34331,76584
9910,94065
18120,14741
87473,40095
94439,27868
77843,75905
93178,64619
23636,30902
43165,43167
63521,63522
102170,9576
80904,43033
113219,80706
112980,42291
81996,37601
32519,35376
96655,96925
107898,81272
89353,87793
88854,71480
39431,31642
68860,68861
31704,27226
27574,27588
73415,43150
91660,18204
35115,42634
63282,63284
83991,34023
33629,91139
108570,1040
77873,38192
80134,58869
44874,44876
5071,74172
11570,24164
68787,71627
80847,62704
109734,12206
14531,3365
103700,33840
34691,83113
15881,70498
89227,98934
64520,63852
27278,106993
100455,78419
35888,79310
73983,91668
86871,20558
9503,20726
93430,37094
28992,102581
73106,93020
50590,10579
20917,82301
67406,51415
21562,5939
631,32305
92006,50600
23040,106475
36532,109291
12757,72242
21771,23271
3282,46577
15552,83261
4967,4960
49188,51588
59467,68087
734,18120
59360,38352
99450,33033
54095,66764
98360,27389
86222,31061
26911,106004
98852,5794
94033,109670
99230,79985
33127,38185
111956,14117
32955,14840
83649,36919
65119,69976
55253,55277
110382,51809
57139,4441
88579,89573
32919,64852
8916,5476
17388,34274
98376,104969
112376,81989
68604,32686
28371,28366
76627,106664
73282,46509
22450,108126
23381,26174
22605,35065
67051,11361
108130,8525
1512,1511
570,10946
82931,78172
15130,61921
25246,40839
92199,17697
16306,24753
105220,59446
100389,103613
25264,72802
63133,84886
40835,44529
36442,40453
100765,42231
24242,24258
64246,78691
27709,80720
59641,64086
34124,34687
43430,43640
91609,58408
100940,71960
111981,6213
8413,96698
29929,51109
97326,107978
36335,63855
15887,105575
32443,83208
83542,75574
45434,108032
28212,66400
8110,8066
104226,20695
2108,721
42967,2768
29490,43410
18549,43917
11744,3039
31731,42088
73386,86058
53465,34380
15579,4118
105007,48004
49477,34986
4685,92565
13479,46583
21432,65989
37966,97581
13427,56659
44655,109526
50139,4200
90676,57326
94223,104929
18294,13065
56827,90858
50341,9118
11245,18214
38889,111962
77926,2646
22761,1053
36199,1346
9646,33394
96030,1025
31387,67612
70585,51690
86707,25703
1490,51355
81973,55503
23129,112938
104521,42879
66854,71470
39032,13860
76479,60617
67434,33980
23993,12197
35959,15132
84521,27601
90234,88906
96141,12611
48565,110189
62833,21565
88117,91266
100749,21543
7154,22592
70494,6042
110837,86997
43932,84890
70240,83888
103319,44905
1801,106927
109816,27337
49858,48243
13517,111836
104466,60565
18491,18490
14677,91449
6967,3479
55256,66802
24871,93142
50099,81525
26569,3138
55662,14416
60761,98221
62393,62734
39497,23965
64410,2043
4361,55778
42490,69609
83889,49478
30638,36769
1708,36206
27002,85425
37404,51291
20762,60547
25788,95484
14869,21113
47896,47903
56314,88256
45536,89709
70819,78216
47452,57747
99453,100468
47633,89436
80135,34768
80573,7080
67387,105039
71544,43420
79703,35729
71803,108130
91277,101414
4476,45834
74495,38100
71424,21343
103189,24662
32019,32017
7383,99908
24301,18204
1281,34325
18054,15850
75222,85267
37840,56968
108146,67902
79478,104383
11336,54418
63427,111581
64203,69462
96555,71281
33816,48935
59461,27270
64029,1792
79445,34615
99083,108053
80655,28866
95361,90830
71762,20768
52921,67162
81160,10759
59255,86983
12028,102875
15055,110934
3997,67916
13647,50870
15881,54519
42016,67260
69540,106091
54750,97114
74413,78459
8790,100200
33982,28216
64945,95445
59508,28635
51946,80791
35074,80059
96775,107652
9766,12044
36648,89234
92492,26431
15660,96065
101573,2207
94808,76399
31015,101636
106747,48329
20103,15212
105975,6787
83309,57380
65935,65942
110254,12722
11166,44260
14175,70611
92028,1668
44215,1255
14634,37566
53381,29539
109034,75205
95768,96670
112887,84059
46601,92497
43799,43616
35790,72903
5512,49872
53264,21511
51758,51768
18407,9734
4730,3769
30240,16782
13522,100726
22900,113646
35959,8498
63934,3043
26672,29221
49482,26078
102996,49661
91727,1168
33895,24976
11171,68872
36335,20465
10514,45727
50973,85132
77936,77264
65077,91454
39463,101533
62957,33745
25767,75798
50788,68510
39710,47912
58681,58679
110617,64553
17590,95172
60438,7582
82486,44836
91099,60778
54876,76847
63344,86903
102119,44769
59452,18958
61220,19114
108873,80370
8346,83399
96348,76465
97079,83934
85358,19953
84394,46676
959,19955
39472,107694
18292,58979
40550,72890
41532,106703
15437,2508
4982,56168
93405,33978
95859,80086
25945,107379
61273,105300
82129,84944
107664,29833
54750,8636
9889,93637
40910,40911
92850,88482
87635,46424
77352,3411
26525,16136
42315,43479
14004,6971
101927,19321
109734,58637
93939,20686
113496,8580
71082,46064
57611,16569
90533,86370
39703,89170
48563,54887
106229,27071
31849,107570
14362,12934
27550,92491
47325,38697
37107,113556
14363,13091
92478,16670
31663,99206
48693,43220
90898,51836
92286,21183
14801,14788
27576,15716
65705,9673
94056,81750
1575,16486
92983,39020
71847,4272
111036,93845
13281,32190
57244,77261
31994,96633
103978,41457
16430,16435
62519,54766
61763,53718
57703,7158
101855,64923
39852,27655
88840,107731
61763,9673
52366,40902
15065,16994
59046,80073
103747,24721
83881,45244
66450,34381
106447,33946
5899,25608
83294,47810
47346,30565
75558,20359
57868,88127
9921,20502
16512,24937
81424,39919
89310,68324
32043,59896
27574,26079
70933,29775
76046,75057
1351,106890
71283,18671
367,76412
99084,13558
70464,94428
40717,61170
107627,17800
40500,2402
9282,73682
97055,89204
54533,54537
5655,78784
77607,28901
69439,5158
81753,8340
70070,97418
79311,37034
11507,111635
92436,108678
78617,31644
24656,100678
2711,30042
77385,111709
102840,102565
40878,40864
69319,72214
88972,65153
59915,72919
5385,45243
22363,50471
54890,16946
56206,67912
13672,7607
81338,61728
113438,55337
68770,69823
53505,28980
106595,39121
59467,59466
6882,102478
2544,87978
108330,96921
81655,31620
68792,22190
56864,92800
25681,80086
103387,29655
15878,1115
68351,95861
31849,36880
40152,69392
47085,43098
74887,90392
87884,59978
52561,3294
32260,106399
27960,27041
2596,72950
23225,70170
74148,93421
83755,39556
63692,2205
30377,61019
75939,101827
64227,2726
33753,45142
14534,25297
99648,5478
54766,84164
2267,80262
76040,54121
32616,32606
13087,34011
59216,59217
79360,16905
17507,17503
99086,34913
58987,58141
107140,90321
2617,1277
1006,9752
82691,75767
54875,96858
107293,52983
28714,41258
76398,89403
38697,79264
82506,9871
63957,63580
93926,84687
4272,49726
60543,62229
58014,12984
96358,50487
30638,110845
3434,3433
22415,73742
112702,43589
81947,17988
26124,41294
31426,52757
26226,26220
66300,103589
109270,82638
63328,112797
34893,30008
7446,36901
81826,73670
31086,35398
38865,22437
60332,20643
2108,721
85149,2302
45947,45925
31477,32046
20348,39121
58173,74702
109620,112431
74415,45154
108285,18062
23900,35926
56843,24175
22723,81973
22565,4121
112381,110307
41535,39080
67613,31429
55864,14430
48058,45534
96079,84708
105911,109846
107571,83295
25812,9253
24980,24982
47369,36322
89573,85001
87179,12738
93402,71773
16946,14262
102956,92779
47074,81554
104421,90936
55019,62119
98403,52476
23861,10055
97044,23647
24547,59739
12354,80463
27482,2532
31694,109734
31398,2102
102982,105686
33176,49661
49350,83038
64170,24042
4838,23091
32852,66468
77072,68658
7784,79322
105135,67720
57835,57839
88915,46290
30494,54377
56260,70384
103633,95869
43119,43149
104707,59260
65921,109657
49223,30451
10359,10365
108924,74530
92500,25204
39682,112661
93367,51368
99458,105810
100945,6275
6599,30181
3996,84597
44766,54446
102220,72329
33509,92569
62053,18064
73282,46509
27583,39772
110604,33769
49442,32927
34920,30253
77625,50778
63123,71838
20294,20304
87247,99324
65079,29292
28448,35959
9340,109949
10231,4989
52628,101919
48959,103230
11461,11690
18294,13065
47981,93427
59815,69932
6180,16390
9671,9704
36731,112655
31908,52704
7080,48278
19571,87125
76248,81545
72099,48906
72258,43487
90598,38415
16708,34171
15019,77286
20046,83491
109617,23341
58619,108313
25392,79876
99076,100511
4419,51929
30378,85100
58816,24539
13398,92074
83694,50493
1687,46056
112662,100921
113478,37329
9345,71642
71324,43782
24047,4024
96317,51909
91692,16597
44621,44620
72345,43413
44117,31883
89698,23588
31278,10094
60123,60120
86705,104551
102433,40481
17406,86680
98633,15429
30048,39561
40172,40245
7927,305
60734,111266
45523,64665
93142,6114
37949,1320
21226,79473
5140,76915
91478,25411
110222,6177
55630,61202
17659,28010
76055,36398
112091,49160
573,11473
111758,68183
48384,28350
96185,349
35593,26315
1417,6871
76171,5111
27361,111066
92513,88047
89156,87131
64106,97301
20294,59188
110962,19905
86815,31751
79929,79860
18305,54890
63030,110568
75685,72035
62496,26446
78074,65234
56155,74133
30561,110553
17320,6678
107524,27653
96728,8660
94180,57099
76507,61756
57890,57896
88723,34531
37748,41292
81829,61261
30446,67674
107185,66341
35818,38759
87418,100640
79756,1018
58226,2422
71460,19583
94090,55000
21393,27764
113141,67131
56510,35558
100116,64937
69158,65059
4230,30895
40073,40198
29709,56029
79949,16901
103645,23141
109924,111066
11092,74069
105338,77179
16477,105784
21485,110972
49482,61431
97435,36799
36659,86288
29985,5008
39427,38404
49248,112504
7570,105628
26894,24878
10042,91932
29603,110807
15644,67421
94967,49752
47939,6663
51323,90027
72919,99404
100303,69966
37560,37557
256,85544
92636,30491
45099,5040
31820,86736
103808,108586
80589,83806
9098,16962
83745,29024
92846,23175
43823,43821
91711,27873
51938,73950
112741,69737
67142,4058
87295,62667
35544,77670
17393,17325
99960,103687
8404,111054
102605,83114
107831,16499
873,26043
27746,65415
112258,30351
11773,11748
39990,40125
101498,38866
17480,17434
102721,40002
40150,54314
44529,99684
16986,15241
2387,71206
80090,104787
97736,8200
33978,76801
22891,23942
14896,66099
6762,4220
3387,18483
38445,74855
22080,103094
35145,18350
20779,20780
26833,26835
61418,68177
50099,87323
30933,30934
57617,76010
21422,75346
99032,72082
41292,41383
66062,29804
31807,97864
60528,60544
42783,42782
112697,17570
78361,38759
18053,80343
34265,70319
89436,99704
57775,101074
86476,56646
95834,93128
24455,100190
11486,44440
79756,73919
17601,81821
71915,106909
105644,78889
38952,39080
19447,68287
8155,342
21416,59141
1819,3679
49689,98947
74935,40072
33695,63441
99749,17145
48384,76656
1491,48384
12199,48948
11092,74069
31355,34012
112731,14733
38097,112250
33760,58501
99962,86870
10038,90871
60603,15799
77034,50880
57074,21113
66257,53354
1970,24655
256,14412
25891,64473
105217,94238
88956,55097
90408,88152
37654,109969
16604,20524
62650,11082
107858,1261
45049,37906
80202,79892
42263,42536
113430,62926
67408,31375
36919,97770
99083,90292
75213,108071
13763,21193
3127,68074
107931,89854
12517,37267
57179,10034
93286,58980
35959,51557
14490,51849
97261,64214
54191,64420
95880,62811
71636,11472
17293,17291
53343,46632
55427,77708
88249,49533
51887,7838
82673,3258
18294,13065
92983,85300
49399,76501
8407,70464
69112,93555
50840,33695
70775,70755
19121,8981
42717,42859
21316,79358
50737,112481
86368,55250
60089,84316
85759,92312
40698,41179
47785,47953
113644,83871
67618,112838
97261,24847
27557,95685
5969,18204
18204,26907
41865,41950
83814,94661
107466,93550
56975,49304
71424,39400
108414,91502
92025,12419
17918,84479
10038,96094
46697,45839
28058,72214
7836,32365
18496,64518
21771,68209
32247,95805
8301,19288
85865,58005
113270,18071
28716,81647
62496,26446
76478,38056
97378,95189
43580,12301
65897,21907
74058,40445
33851,23710
96975,110230
49355,73738
105664,37530
91205,42858
103070,89995
73140,38731
36850,9837
6325,9060
36305,92781
48482,92199
40636,5793
111371,63876
15039,12128
54213,34903
92565,22528
17102,53466
103730,20811
74429,68305
8741,8745
24178,22762
95601,87125
96657,52222
112887,67901
34451,34450
76831,92648
90995,24656
26831,7037
97794,99540
